=== PART 1: Real-basis gate parameters ===
model,iteration,min_xB,b_norm,cond2_exact,cond1_est,raw_tol_exact,raw_tol_est,eff_tol_exact,eff_tol_est
pilot4_plain,0,-1.043610e-15,2.657635e+04,1.250690e+05,1.267996e+06,3.690246e-05,3.741306e-04,3.690246e-05,3.741306e-04
pilot4_plain,1500,-3.939774e-14,2.657635e+04,1.353645e+05,2.306007e+06,3.994019e-05,6.804030e-04,3.994019e-05,6.804030e-04
pilot4_plain,2250,-6.328271e-15,2.657635e+04,1.355477e+05,2.231484e+06,3.999428e-05,6.584143e-04,3.999428e-05,6.584143e-04
pilot4_plain,3000,-8.992806e-15,2.657635e+04,1.256891e+05,1.666516e+06,3.708542e-05,4.917169e-04,3.708542e-05,4.917169e-04
pilot4_plain,750,-1.117413e-15,2.657635e+04,1.353059e+05,1.457220e+06,3.992292e-05,4.299627e-04,3.992292e-05,4.299627e-04
pilot87,0,0.000000e+00,1.647461e+04,2.830995e+04,1.053322e+07,5.178030e-06,1.926577e-03,5.178030e-06,1.926577e-03
pilot87,12500,-0.000000e+00,1.647461e+04,1.132704e+05,3.244151e+07,2.071771e-05,5.933712e-03,2.071771e-05,5.933712e-03
pilot87,18750,0.000000e+00,1.647461e+04,2.375923e+05,4.677594e+07,4.345681e-05,8.555552e-03,4.345681e-05,8.555552e-03
pilot87,25000,-0.000000e+00,1.647461e+04,7.164824e+04,2.752746e+07,1.310482e-05,5.034909e-03,1.310482e-05,5.034909e-03
pilot87,6250,0.000000e+00,1.647461e+04,2.059959e+04,7.432135e+06,3.767766e-06,1.359374e-03,3.767766e-06,1.359374e-03

=== PART 2: Gate-threshold sweep ===
model,iteration,test_point,min_xB,decision_exact,decision_est,match,conservativeness
pilot87,6250,1000000000000.0,1.647461e+16,3.767766e+06,1.359374e+09,0.002772,boundary,-3.767766e+06,soft_clamp,soft_clamp,True,SAME

=== PART 4: Estimator error characterization ===
model,iteration,cond2_exact,cond1_est,cond_ratio,raw_tol_exact,raw_tol_est,eff_ratio
pilot4_plain,0,1.250690e+05,1.267996e+06,10.138366,3.690246e-05,3.741306e-04,10.138366
pilot4_plain,1500,1.353645e+05,2.306007e+06,17.035546,3.994019e-05,6.804030e-04,17.035546
pilot4_plain,2250,1.355477e+05,2.231484e+06,16.462714,3.999428e-05,6.584143e-04,16.462714
pilot4_plain,3000,1.256891e+05,1.666516e+06,13.259037,3.708542e-05,4.917169e-04,13.259037
pilot4_plain,750,1.353059e+05,1.457220e+06,10.769821,3.992292e-05,4.299627e-04,10.769821
pilot87,0,2.830995e+04,1.053322e+07,372.067639,5.178030e-06,1.926577e-03,372.067639
pilot87,12500,1.132704e+05,3.244151e+07,286.407712,2.071771e-05,5.933712e-03,286.407712
pilot87,18750,2.375923e+05,4.677594e+07,196.874827,4.345681e-05,8.555552e-03,196.874827
pilot87,25000,7.164824e+04,2.752746e+07,384.202892,1.310482e-05,5.034909e-03,384.202892
pilot87,6250,2.059959e+04,7.432135e+06,360.790515,3.767766e-06,1.359374e-03,360.790515

=== PART 6: Small-matrix validation ===
name,n,cond2_exact,cond1_est,ratio,dec_exact_soft,dec_est_soft,match_soft,dec_exact_repair,dec_est_repair,match_repair
diag_1,50,1.000000e+00,1.000000e+00,1.000000,no_action,no_action,True,repair,repair,True
diag_1e1,50,1.000000e+01,1.000000e+01,1.000000,no_action,no_action,True,repair,repair,True
diag_1e3,50,1.000000e+03,1.000000e+03,1.000000,no_action,no_action,True,repair,repair,True
diag_1e6,50,1.000000e+06,1.000000e+06,1.000000,no_action,no_action,True,repair,repair,True
diag_1e9,50,1.000000e+09,1.000000e+09,1.000000,soft_clamp,soft_clamp,True,repair,repair,True
diag_1e12,50,1.000000e+12,1.000000e+12,1.000000,soft_clamp,soft_clamp,True,repair,repair,True
tri_1e1,50,1.252561e+00,1.817953e+00,1.451388,no_action,no_action,True,repair,repair,True
tri_1e3,50,1.002494e+00,1.007960e+00,1.005453,no_action,no_action,True,repair,repair,True
tri_1e6,50,1.000002e+00,1.000008e+00,1.000006,no_action,no_action,True,repair,repair,True
tri_1e9,50,1.000000e+00,1.000000e+00,1.000000,no_action,no_action,True,repair,repair,True
tri_1e12,50,1.000000e+00,1.000000e+00,1.000000,no_action,no_action,True,repair,repair,True
rand_s0.1,50,1.203699e+00,7.458075e+01,61.959621,no_action,no_action,True,repair,repair,True
rand_s1.0,50,7.045911e+00,5.626013e+02,79.847910,no_action,no_action,True,repair,repair,True
rand_s10.0,50,1.058113e+02,1.112772e+04,105.165799,no_action,no_action,True,repair,repair,True
rand_s100.0,50,5.319830e+02,6.780014e+04,127.447952,no_action,no_action,True,repair,repair,True
hilbert_1e4,50,7.809085e+22,9.178277e+23,11.753332,soft_clamp,soft_clamp,True,repair,repair,True
hilbert_1e6,50,1.211504e+25,4.580577e+26,37.809026,soft_clamp,soft_clamp,True,repair,repair,True
hilbert_1e8,50,2.222460e+27,1.981966e+28,8.917894,soft_clamp,soft_clamp,True,repair,repair,True
hilbert_1e10,50,1.378205e+29,5.389298e+30,39.103732,soft_clamp,soft_clamp,True,repair,repair,True
hilbert_1e12,50,2.100431e+31,4.106993e+32,19.553095,soft_clamp,soft_clamp,True,repair,repair,True
nearsing_1e-4,50,1.000000e+04,1.000000e+04,1.000000,no_action,no_action,True,repair,repair,True
nearsing_1e-8,50,1.000000e+08,1.000000e+08,1.000000,soft_clamp,soft_clamp,True,repair,repair,True
nearsing_1e-12,50,1.000000e+12,1.000000e+12,1.000000,soft_clamp,soft_clamp,True,repair,repair,True
